pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
Egel,True,exact_canonical,egel,egel,esolang;pldb,,True,False,False,True,False,False,True,
Egglog,False,,,,,,False,False,False,False,False,False,False,
Egison,True,exact_canonical,egison,egison,pldb,,True,False,False,False,False,False,True,
EGL,True,exact_canonical,egl,egl,esolang;pldb,,True,False,False,True,False,False,True,
Eiffel,True,exact_canonical,eiffel,Eiffel,linguist,.e,False,True,False,False,True,True,True,
EJS,True,exact_canonical,ejs,ejs,linguist;pldb,.ect .ejs .ejs.t .jst,True,True,False,False,True,False,False,
EK9,False,,,,,,False,False,False,False,False,False,False,
El-76,False,,,,,,False,False,False,False,False,False,False,
Ela,False,,,,,,False,False,False,False,False,False,False,
Elan,True,exact_canonical,elan,elan,pldb,,True,False,False,False,False,False,True,
Elchemy,False,,,,,,False,False,False,False,False,False,False,
Electrum,False,,,,,,False,False,False,False,False,False,False,
ELENA,True,exact_canonical,elena,elena,pldb,,True,False,False,False,False,False,True,
Elf,True,exact_canonical,elf,elf,pldb,,True,False,False,False,False,False,False,
ELI,False,,,,,,False,False,False,False,False,False,False,
Eliom,False,,,,,,False,False,False,False,False,False,False,
Elisa,False,,,,,,False,False,False,False,False,False,False,
Elixir,True,exact_canonical,elixir,elixir,linguist;pldb,.ex .exs,True,True,False,False,True,True,True,
ElixirScript,False,,,,,,False,False,False,False,False,False,False,
Elk,False,,,,,,False,False,False,False,False,False,False,
ELLA,False,,,,,,False,False,False,False,False,False,False,
Elliott ALGOL,False,,,,,,False,False,False,False,False,False,False,elliott-algol
Elliott Autocode,False,,,,,,False,False,False,False,False,False,False,
Elm,True,exact_canonical,elm,Elm,linguist,.elm,False,True,False,False,True,True,True,
Elpi,True,exact_canonical,elpi,elpi,pldb,,True,False,False,False,False,True,False,
Elsa,False,,,,,,False,False,False,False,False,False,False,
Elvish,True,exact_canonical,elvish,elvish,linguist;pldb,.elv,True,True,False,False,False,False,False,
Elymas,True,exact_canonical,elymas,elymas,pldb,,True,False,False,False,False,False,False,
Emacs Lisp,True,exact_tool,emacs-lisp,emacs-lisp,linguist;pldb,.el .emacs .emacs.desktop,True,True,False,False,True,True,True,
Embeddable Common Lisp,False,,,,,,False,False,False,False,False,False,False,
Embedded C++,False,,,,,,False,False,False,False,False,False,False,
EmberScript,True,exact_canonical,emberscript,emberscript,linguist;pldb,.em .emberscript,True,True,False,False,True,False,False,
Embryo,False,,,,,,False,False,False,False,False,False,False,
Emerald,True,exact_canonical,emerald,emerald,pldb,,True,False,False,False,False,False,False,
Emfrp,False,,,,,,False,False,False,False,False,False,False,
Emily,True,exact_canonical,emily,emily,pldb,,True,False,False,False,False,False,False,
Emmental,True,exact_canonical,emmental,Emmental,esolang,,False,False,False,True,False,False,False,
Emojicode,True,exact_canonical,emojicode,emojicode,esolang;pldb,,True,False,False,True,False,False,True,
Encore,True,exact_canonical,encore,encore,pldb,,True,False,False,False,False,False,False,
EndBASIC,False,,,,,,False,False,False,False,False,False,False,
English Electric Autocode,False,,,,,,False,False,False,False,False,False,False,
Enkel,False,,,,,,False,False,False,False,False,False,False,
Enso,True,exact_canonical,enso,enso,pldb,,True,False,False,False,False,False,False,
Enterprise,False,,,,,,False,False,False,False,False,False,False,
Eo,False,,,,,,False,False,False,False,False,False,False,
EOL,False,,,,,,False,False,False,False,False,False,False,
ePerl,False,,,,,,False,False,False,False,False,False,False,
Epic,False,,,,,,False,False,False,False,False,False,False,
Epigram,True,exact_canonical,epigram,epigram,pldb,,True,False,False,False,False,False,True,
Epoch,False,,,,,,False,False,False,False,False,False,False,
Epsilon,True,exact_canonical,epsilon,epsilon,pldb,,True,False,False,False,False,False,False,
EQN,True,exact_canonical,eqn,eqn,pldb,,True,False,False,False,False,False,False,
EQUEL,False,,,,,,False,False,False,False,False,False,False,
ERB,True,exact_canonical,erb,erb,pldb,,True,False,False,False,False,True,False,
ERDE,False,,,,,,False,False,False,False,False,False,False,
Erg,True,exact_canonical,erg,erg,pldb,,True,False,False,False,False,False,False,
Ergo,False,,,,,,False,False,False,False,False,False,False,
ERGOL,False,,,,,,False,False,False,False,False,False,False,
ErgoScript,False,,,,,,False,False,False,False,False,False,False,
Erjang,False,,,,,,False,False,False,False,False,False,False,
Erlang,True,exact_canonical,erlang,erlang,linguist;pldb,.app .app.src .erl .es .escript .hrl .xrl .yrl,True,True,False,False,True,True,True,
Erlog,False,,,,,,False,False,False,False,False,False,False,
Es,False,,,,,,False,False,False,False,False,False,False,
Escher,False,,,,,,False,False,False,False,False,False,False,
ESPOL,True,exact_canonical,espol,espol,pldb,,True,False,False,False,False,False,False,
Espresso,False,,,,,,False,False,False,False,False,False,False,
Espruino,False,,,,,,False,False,False,False,False,False,False,
ESQL,False,,,,,,False,False,False,False,False,False,False,
Essence,False,,,,,,False,False,False,False,False,False,False,
Essence Prime,False,,,,,,False,False,False,False,False,False,False,
Estelle,False,,,,,,False,False,False,False,False,False,False,
Esterel,True,exact_canonical,esterel,esterel,pldb,,True,False,False,False,False,False,False,
Eta,True,exact_canonical,eta,eta,esolang;pldb,,True,False,False,True,False,False,False,
Etoys,True,exact_canonical,etoys,etoys,pldb,,True,False,False,False,False,False,False,
Euclid,True,exact_canonical,euclid,euclid,esolang;pldb,,True,False,False,True,False,False,False,
Eukleides,False,,,,,,False,False,False,False,False,False,False,
Euler,True,exact_canonical,euler,euler,esolang;pldb,,True,False,False,True,False,False,True,
EuLisp,True,exact_canonical,eulisp,eulisp,pldb,,True,False,False,False,False,False,False,
Eumel,True,exact_canonical,eumel,eumel,pldb,,True,False,False,False,False,False,False,
Euphoria,True,exact_canonical,euphoria,euphoria,linguist;pldb,.e .ex,True,True,False,False,False,True,True,
EusLisp,False,,,,,,False,False,False,False,False,False,False,eulisp
Eve,True,exact_canonical,eve,eve,pldb,,True,False,False,False,False,False,False,
Event-B,False,,,,,,False,False,False,False,False,False,False,
EventQL,False,,,,,,False,False,False,False,False,False,False,
EViews,False,,,,,,False,False,False,False,False,False,False,
EXAPT,True,exact_canonical,exapt,exapt,pldb;wikipedia,,True,False,True,False,False,False,False,
EXEC,True,exact_canonical,exec,Exec,esolang,,False,False,False,True,False,False,False,
EXEC 2,False,,,,,,False,False,False,False,False,False,False,
EXEC 8,False,,,,,,False,False,False,False,False,False,False,
Exo,False,,,,,,False,False,False,False,False,False,False,
Expect,True,exact_canonical,expect,expect,pldb,,True,False,False,False,False,False,False,
EXPL,False,,,,,,False,False,False,False,False,False,False,
Expresso,True,exact_canonical,expresso,expresso,pldb,,True,False,False,False,False,False,False,
Extempore,True,exact_canonical,extempore,extempore,pldb,,True,False,False,False,False,True,False,
Extended Color BASIC,False,,,,,,False,False,False,False,False,False,False,
Extended ML,False,,,,,,False,False,False,False,False,False,False,
Extended Pascal,False,,,,,,False,False,False,False,False,False,False,extended-pascal
Ezhil,True,exact_canonical,ezhil,ezhil,pldb,,True,False,False,False,False,True,True,
F,True,exact_canonical,f,f,esolang;linguist;pldb,.fst .fsti,True,True,False,True,True,True,True,
F#,True,exact_tool,f-sharp,f-sharp,linguist;pldb,.fs .fsi .fsx,True,True,False,False,True,True,True,
F*,True,exact_tool,f,f,esolang;linguist;pldb,.fst .fsti,True,True,False,True,True,True,True,
F-lite,False,,,,,,False,False,False,False,False,False,False,
F-Logic,False,,,,,,False,False,False,False,False,False,False,
F-Script,True,exact_canonical,f-script,f-script,pldb,,True,False,False,False,False,False,False,
F-star,False,,,,,,False,False,False,False,False,False,False,
Fable,True,exact_canonical,fable,fable,pldb,,True,False,False,False,False,False,False,
FACT,True,exact_canonical,fact,fact,esolang;pldb,,True,False,False,True,False,False,False,
Factor,True,exact_canonical,factor,factor,esolang;linguist;pldb,.factor,True,True,False,True,True,True,True,
Falcon,True,exact_canonical,falcon,falcon,pldb,,True,False,False,False,False,False,True,
False,True,exact_canonical,false,false,esolang;pldb,,True,False,False,True,False,False,True,
Familia,False,,,,,,False,False,False,False,False,False,False,
Fancy,True,exact_canonical,fancy,fancy,linguist;pldb,.fancypack .fy,True,True,False,False,True,True,True,
Fantom,True,exact_canonical,fantom,fantom,linguist;pldb,.fan,True,True,False,False,True,True,True,
FAP,True,exact_canonical,fap,fap,pldb,,True,False,False,False,False,False,False,
FARGO,True,exact_canonical,fargo,Fargo,esolang,,False,False,False,True,False,False,False,
FASM,True,exact_canonical,fasm,FAsm,esolang,,False,False,False,True,False,False,False,
FAUST,True,exact_canonical,faust,faust,linguist;pldb,.dsp,True,True,False,False,True,False,True,
Fay,True,exact_canonical,fay,fay,pldb,,True,False,False,False,False,False,False,
FBSL,False,,,,,,False,False,False,False,False,False,False,
Fe,True,exact_canonical,fe,fe,esolang;pldb,,True,False,False,True,False,False,True,
FeatherweightJava,False,,,,,,False,False,False,False,False,False,False,
FEEL,True,exact_canonical,feel,feel,pldb,,True,False,False,False,False,False,False,
Feldspar,False,,,,,,False,False,False,False,False,False,False,
Feline,False,,,,,,False,False,False,False,False,False,False,
Felix,True,exact_canonical,felix,felix,pldb,,True,False,False,False,False,True,True,
FemtoLisp,True,exact_canonical,femtolisp,femtolisp,pldb,,True,False,False,False,False,False,False,
Fenix,False,,,,,,False,False,False,False,False,False,False,
Fennel,True,exact_canonical,fennel,fennel,linguist;pldb,.fnl,True,True,False,False,False,True,True,
Feral,False,,,,,,False,False,False,False,False,False,False,
Ferite,True,exact_canonical,ferite,ferite,pldb,,True,False,False,False,False,False,True,
Fermat,False,,,,,,False,False,False,False,False,False,False,
Ferret,True,exact_canonical,ferret,ferret,pldb,,True,False,False,False,False,False,False,
Fetlang,True,exact_canonical,fetlang,fetlang,esolang;pldb,,True,False,False,True,False,False,False,
Fexl,False,,,,,,False,False,False,False,False,False,False,
FFP,False,,,,,,False,False,False,False,False,False,False,
FGHC,False,,,,,,False,False,False,False,False,False,False,
Fiacre,False,,,,,,False,False,False,False,False,False,False,
Ficl,False,,,,,,False,False,False,False,False,False,False,
Ficus,False,,,,,,False,False,False,False,False,False,False,
Fift,False,,,,,,False,False,False,False,False,False,False,
Figaro,False,,,,,,False,False,False,False,False,False,False,
Fika,False,,,,,,False,False,False,False,False,False,False,
Filament,False,,,,,,False,False,False,False,False,False,False,
Filterscript,True,exact_canonical,filterscript,filterscript,linguist;pldb,.fs,True,True,False,False,True,True,False,
FiM++,True,exact_canonical,fim-plus-plus,FiM++,esolang,,False,False,False,True,False,False,False,
Finch,False,,,,,,False,False,False,False,False,False,False,
FIRRTL,True,exact_canonical,firrtl,firrtl,linguist;pldb,.fir,True,True,False,False,False,False,False,
Fish,True,exact_canonical,fish,fish,esolang;linguist;pldb,.fish,True,True,False,True,True,True,True,
Fission,True,exact_canonical,fission,Fission,esolang,,False,False,False,True,False,False,False,
FJ,True,exact_canonical,fj,FJ,esolang,,False,False,False,True,False,False,False,
Fjolnir,True,exact_canonical,fjolnir,fjolnir,pldb,,True,False,False,False,False,False,False,
Fjord,False,,,,,,False,False,False,False,False,False,False,
Fjölnir,True,normalized_canonical,fjolnir,fjolnir,pldb,,True,False,False,False,False,False,False,
FKiSS,False,,,,,,False,False,False,False,False,False,False,
Fklang,False,,,,,,False,False,False,False,False,False,False,
FL,True,exact_canonical,fl,fl,esolang;pldb,,True,False,False,True,False,False,False,
FLACC,True,exact_canonical,flacc,flacc,pldb,,True,False,False,False,False,False,False,
FlagShip,True,exact_canonical,flagship,flagship,pldb,,True,False,False,False,False,False,False,
Flapjax,True,exact_canonical,flapjax,flapjax,pldb,,True,False,False,False,False,False,False,
Flat Assembler,False,,,,,,False,False,False,False,False,False,False,
Flat Concurrent Prolog,False,,,,,,False,False,False,False,False,False,False,
FlatAssembler,False,,,,,,False,False,False,False,False,False,False,
FlatBuffers,True,exact_canonical,flatbuffers,flatbuffers,linguist;pldb,.fbs,True,True,False,False,False,False,False,
FlatZinc,False,,,,,,False,False,False,False,False,False,False,
Flavors,True,exact_canonical,flavors,flavors,pldb,,True,False,False,False,False,False,False,
Flex,True,exact_canonical,flex,flex,pldb,,True,False,False,False,False,False,False,
Flint,False,,,,,,False,False,False,False,False,False,False,
FLIP,True,exact_canonical,flip,Flip,esolang,,False,False,False,True,False,False,False,
Flix,True,exact_canonical,flix,flix,linguist;pldb,.flix,True,True,False,False,False,False,False,
FlooP,False,,,,,,False,False,False,False,False,False,False,
Flora-2,False,,,,,,False,False,False,False,False,False,False,
Flow,True,exact_canonical,flow,flow,esolang;pldb,,True,False,False,True,False,False,False,
Flow-based programming,False,,,,,,False,False,False,False,False,False,False,
FLOW-MATIC,True,exact_canonical,flow-matic,flow-matic,pldb,,True,False,False,False,False,False,False,
Flow9,True,exact_canonical,flow9,flow9,pldb,,True,False,False,False,False,False,False,
Flowlog,True,exact_canonical,flowlog,flowlog,pldb,,True,False,False,False,False,False,False,
FLOWTRAN,False,,,,,,False,False,False,False,False,False,False,
FLPL,False,,,,,,False,False,False,False,False,False,False,
Flux,True,exact_canonical,flux,flux,esolang;linguist;pldb,.flux .fx,True,True,False,True,True,False,False,
Fluxus,False,,,,,,False,False,False,False,False,False,False,
FMSLogo,False,,,,,,False,False,False,False,False,False,False,
fn,True,exact_canonical,fn,Fn,esolang,,False,False,False,True,False,False,False,
FOCAL,True,exact_canonical,focal,focal,pldb,,True,False,False,False,False,False,True,
FOCUS,True,exact_canonical,focus,focus,esolang;pldb,,True,False,False,True,False,False,False,
FOIL,True,exact_canonical,foil,foil,pldb,,True,False,False,False,False,False,False,
Folders,True,exact_canonical,folders,Folders,esolang,,False,False,False,True,False,False,False,
Foma,False,,,,,,False,False,False,False,False,False,False,
FORM,False,,,,,,False,False,False,False,False,False,False,
FORMAC,True,exact_canonical,formac,formac,pldb,,True,False,False,False,False,False,False,
Formality,True,exact_canonical,formality,formality,pldb,,True,False,False,False,False,False,False,
FormCalc,False,,,,,,False,False,False,False,False,False,False,
Formulog,False,,,,,,False,False,False,False,False,False,False,
Formura,False,,,,,,False,False,False,False,False,False,False,
Forsp,True,exact_canonical,forsp,forsp,pldb,,True,False,False,False,False,False,False,
Forsythe,False,,,,,,False,False,False,False,False,False,False,
Forth,True,exact_canonical,forth,forth,esolang;linguist;pldb,.4th .f .for .forth .fr .frt .fs .fth,True,True,False,True,True,True,True,
FORTH-83,False,,,,,,False,False,False,False,False,False,False,
Fortran,True,exact_canonical,fortran,fortran,linguist;pldb,.f .f77 .for .fpp,True,True,False,False,True,True,True,
Fortran 2003,False,,,,,,False,False,False,False,False,False,False,
Fortran 2008,False,,,,,,False,False,False,False,False,False,False,
Fortran 2018,False,,,,,,False,False,False,False,False,False,False,
Fortran 2023,False,,,,,,False,False,False,False,False,False,False,
FORTRAN 66,False,,,,,,False,False,False,False,False,False,False,
FORTRAN 77,False,,,,,,False,False,False,False,False,False,False,
Fortran 90,False,,,,,,False,False,False,False,False,False,False,
Fortran 95,False,,,,,,False,False,False,False,False,False,False,
FORTRAN I,False,,,,,,False,False,False,False,False,False,False,
FORTRAN II,False,,,,,,False,False,False,False,False,False,False,
FORTRAN III,False,,,,,,False,False,False,False,False,False,False,
FORTRAN IV,False,,,,,,False,False,False,False,False,False,False,
FORTRANSIT,True,exact_canonical,fortransit,fortransit,pldb,,True,False,False,False,False,False,False,
Fortress,True,exact_canonical,fortress,fortress,pldb,,True,False,False,False,False,False,True,
Forum,False,,,,,,False,False,False,False,False,False,False,
FoxBASE,False,,,,,,False,False,False,False,False,False,False,
FoxDot,False,,,,,,False,False,False,False,False,False,False,
FoxPro,True,exact_canonical,foxpro,foxpro,pldb,,True,False,False,False,False,True,False,
FP,True,exact_canonical,fp,fp,esolang;pldb,,True,False,False,True,False,False,True,
fq,False,,,,,,False,False,False,False,False,False,False,
FQL,True,exact_canonical,fql,fql,pldb,,True,False,False,False,False,False,False,
FRACTRAN,True,exact_canonical,fractran,fractran,esolang;pldb,,True,False,False,True,False,False,False,
Frama-C,False,,,,,,False,False,False,False,False,False,False,
FRAN,True,exact_canonical,fran,fran,pldb,,True,False,False,False,False,False,False,
Frank,True,exact_canonical,frank,frank,pldb,,True,False,False,False,False,False,False,
Franz Lisp,False,,,,,,False,False,False,False,False,False,False,
Free Pascal,False,,,,,,False,False,False,False,False,False,False,
FreeBASIC,True,exact_canonical,freebasic,freebasic,linguist;pldb;wikipedia,.bas .bi,True,True,True,False,False,True,True,
FreeFEM,True,exact_canonical,freefem,freefem,pldb,,True,False,False,False,False,True,False,
FreeFem++,False,,,,,,False,False,False,False,False,False,False,
FreeMarker,True,exact_canonical,freemarker,freemarker,linguist;pldb,.ftl .ftlh,True,True,False,False,True,False,False,
FreeMat,False,,,,,,False,False,False,False,False,False,False,
Frege,True,exact_canonical,frege,frege,linguist;pldb,.fr,True,True,False,False,True,False,True,
Frenetic,True,exact_canonical,frenetic,frenetic,pldb,,True,False,False,False,False,False,False,
FreshML,False,,,,,,False,False,False,False,False,False,False,
FriCAS,False,,,,,,False,False,False,False,False,False,False,
Fril,False,,,,,,False,False,False,False,False,False,False,
Frink,True,exact_canonical,frink,frink,pldb,,True,False,False,False,False,False,True,
FrTime,True,exact_canonical,frtime,frtime,pldb,,True,False,False,False,False,False,False,
FSP,False,,,,,,False,False,False,False,False,False,False,
Full BASIC,False,,,,,,False,False,False,False,False,False,False,
FunC,True,exact_canonical,func,Func,esolang,,False,False,False,True,False,True,False,
Function Block Diagram,False,,,,,,False,False,False,False,False,False,False,
Funge-98,True,exact_canonical,funge-98,Funge-98,esolang,,False,False,False,True,False,False,False,
FunL,True,exact_canonical,funl,funl,pldb,,True,False,False,False,False,False,True,
Funnel,False,,,,,,False,False,False,False,False,False,False,
FunnelWeb,False,,,,,,False,False,False,False,False,False,False,
FunScript,False,,,,,,False,False,False,False,False,False,False,
Futhark,True,exact_canonical,futhark,futhark,linguist;pldb,.fut,True,True,False,False,False,True,True,
FutureBasic,True,exact_canonical,futurebasic,futurebasic,pldb,,True,False,False,False,False,False,True,
Fuzion,False,,,,,,False,False,False,False,False,False,False,
Fuzuli,True,exact_canonical,fuzuli,fuzuli,pldb,,True,False,False,False,False,False,False,
FWEB,False,,,,,,False,False,False,False,False,False,False,
G-code,True,exact_canonical,g-code,g-code,linguist;pldb,.cnc .g .gco .gcode,True,True,False,False,True,True,False,
Galaxy,False,,,,,,False,False,False,False,False,False,False,
GALGAS,False,,,,,,False,False,False,False,False,False,False,
Galileo,True,exact_canonical,galileo,galileo,pldb,,True,False,False,False,False,False,False,
Gallina,False,,,,,,False,False,False,False,False,False,False,
Gambas,True,exact_canonical,gambas,gambas,pldb,,True,False,False,False,False,False,True,
Gambit,False,,,,,,False,False,False,False,False,False,False,
Gambit Scheme,False,,,,,,False,False,False,False,False,False,False,
Game Maker Language,True,exact_tool,game-maker-language,game-maker-language,linguist;pldb,.gml,True,True,False,False,True,False,False,
GameLisp,False,,,,,,False,False,False,False,False,False,False,
GameMaker Language,False,,,,,,False,False,False,False,False,False,False,
GameMonkey,False,,,,,,False,False,False,False,False,False,False,
GameMonkey Script,False,,,,,,False,False,False,False,False,False,False,gamemonkey-script
GAML,True,exact_canonical,gaml,gaml,linguist;pldb,.gaml,True,True,False,False,True,False,False,
Gamma,True,exact_canonical,gamma,Gamma,esolang,,False,False,False,True,False,False,False,
GAMS,True,exact_canonical,gams,gams,linguist;pldb,.gms,True,True,False,False,True,False,False,
GAP,True,exact_canonical,gap,gap,linguist;pldb,.g .gap .gd .gi .tst,True,True,False,False,True,True,True,
Garnet,False,,,,,,False,False,False,False,False,False,False,
GAS,True,exact_canonical,gas,gas,pldb,,True,False,False,False,False,True,False,
GASP,True,exact_canonical,gasp,gasp,pldb,,True,False,False,False,False,False,False,
Gauche,True,exact_canonical,gauche,gauche,pldb,,True,False,False,False,False,False,False,
GAUSS,False,,,,,,False,False,False,False,False,False,False,
GAWK,False,,,,,,False,False,False,False,False,False,False,
gbeta,False,,,,,,False,False,False,False,False,False,False,
GCL,False,,,,,,False,False,False,False,False,False,False,
GDL,True,exact_canonical,gdl,gdl,pldb,,True,False,False,False,False,False,False,
GDLisp,False,,,,,,False,False,False,False,False,False,False,
GDML,False,,,,,,False,False,False,False,False,False,False,
GDScript,True,exact_canonical,gdscript,gdscript,linguist;pldb,.gd,True,True,False,False,True,True,True,
GEDANKEN,True,exact_canonical,gedanken,gedanken,pldb,,True,False,False,False,False,False,False,
GEL,True,exact_canonical,gel,gel,pldb,,True,False,False,False,False,False,False,
Gema,True,exact_canonical,gema,gema,pldb,,True,False,False,False,False,False,True,
GemStone/S,False,,,,,,False,False,False,False,False,False,False,
Gen,False,,,,,,False,False,False,False,False,False,False,
Generic Java,False,,,,,,False,False,False,False,False,False,False,
Genero,True,exact_canonical,genero,genero,pldb,,True,False,False,False,False,False,False,
GeneXus,True,exact_canonical,genexus,genexus,pldb,,True,False,False,False,False,False,False,
Genie,True,exact_canonical,genie,genie,linguist;pldb,.gs,True,True,False,False,True,True,True,
Genius,False,,,,,,False,False,False,False,False,False,False,
Genshi,True,exact_canonical,genshi,genshi,linguist;pldb,.kid,True,True,False,False,True,True,False,
Genstat,True,exact_canonical,genstat,genstat,pldb,,True,False,False,False,False,False,False,
Gentee,True,exact_canonical,gentee,gentee,pldb,,True,False,False,False,False,False,True,
GENTLE,False,,,,,,False,False,False,False,False,False,False,
Genyris,False,,,,,,False,False,False,False,False,False,False,
GEORGE,True,exact_canonical,george,george,pldb,,True,False,False,False,False,False,True,
GEORGE 1,False,,,,,,False,False,False,False,False,False,False,
GEORGE 2,False,,,,,,False,False,False,False,False,False,False,
GEORGE 3,False,,,,,,False,False,False,False,False,False,False,
GEORGE 4,False,,,,,,False,False,False,False,False,False,False,
GEORGE 5,False,,,,,,False,False,False,False,False,False,False,
Gerbil,True,exact_canonical,gerbil,gerbil,esolang;pldb,,True,False,False,True,False,False,True,
GF,True,exact_alias,grammatical-framework,grammatical-framework,linguist;pldb,.gf,True,True,False,False,True,False,False,
GFA BASIC,False,,,,,,False,False,False,False,False,False,False,
GFL,False,,,,,,False,False,False,False,False,False,False,
Gforth,True,exact_canonical,gforth,gforth,pldb,,True,False,False,False,False,False,False,
GHC,True,exact_canonical,ghc,ghc,pldb,,True,False,False,False,False,False,False,
Gherkin,True,exact_canonical,gherkin,gherkin,linguist;pldb,.feature .story,True,True,False,False,True,True,False,
Giac,False,,,,,,False,False,False,False,False,False,False,
Gibber,False,,,,,,False,False,False,False,False,False,False,
Gibbon,False,,,,,,False,False,False,False,False,False,False,
Gibiane,False,,,,,,False,False,False,False,False,False,False,
GIER ALGOL,False,,,,,,False,False,False,False,False,False,False,
Ginger,False,,,,,,False,False,False,False,False,False,False,
Giotto,True,exact_canonical,giotto,giotto,pldb,,True,False,False,False,False,False,False,
GJ,False,,,,,,False,False,False,False,False,False,False,
Gjs,True,exact_alias,glimmer-js,Glimmer JS,linguist,.gjs,False,True,False,False,False,False,False,
Glasgow Parallel Haskell,False,,,,,,False,False,False,False,False,False,False,
Glass,True,exact_canonical,glass,Glass,esolang,,False,False,False,True,False,False,False,
GLBasic,True,exact_canonical,glbasic,glbasic,pldb,,True,False,False,False,False,False,True,
Gleam,True,exact_canonical,gleam,gleam,linguist;pldb,.gleam,True,True,False,False,False,True,True,
Glee,False,,,,,,False,False,False,False,False,False,False,
Glicol,True,exact_canonical,glicol,glicol,pldb,,True,False,False,False,False,False,False,
GLIM,False,,,,,,False,False,False,False,False,False,False,
Glish,True,exact_canonical,glish,glish,pldb,,True,False,False,False,False,False,False,
Glossa,False,,,,,,False,False,False,False,False,False,False,
Glow,False,,,,,,False,False,False,False,False,False,False,
GLSL,True,exact_canonical,glsl,glsl,linguist;pldb,.fp .frag .frg .fs .fsh .fshader .geo .geom .glsl .glslf .glslv .gs .gshader .rchit .rmiss .shader .tesc .tese .vert .vrx .vs .vsh .vshader,True,True,False,False,True,True,True,
Glulx,False,,,,,,False,False,False,False,False,False,False,
Gluon,True,exact_canonical,gluon,gluon,pldb,,True,False,False,False,False,False,False,
Glyph,True,exact_canonical,glyph,glyph,linguist;pldb,.glf,True,True,False,False,True,False,False,
GML,True,exact_canonical,gml,GML,esolang,,False,False,False,True,False,False,True,
GMPL,False,,,,,,False,False,False,False,False,False,False,
GN,True,exact_canonical,gn,GN,linguist,.gn .gni,False,True,False,False,True,False,False,
GNU APL,False,,,,,,False,False,False,False,False,False,False,
GNU Guile,False,,,,,,False,False,False,False,False,False,False,
GNU MathProg,False,,,,,,False,False,False,False,False,False,False,
GNU Octave,False,,,,,,False,False,False,False,False,False,False,
GNU Pascal,False,,,,,,False,False,False,False,False,False,False,
GNU Poke,False,,,,,,False,False,False,False,False,False,False,
GNU Prolog,False,,,,,,False,False,False,False,False,False,False,
GNU Smalltalk,False,,,,,,False,False,False,False,False,False,False,
GnuCOBOL,False,,,,,,False,False,False,False,False,False,False,
Gnuplot,True,exact_canonical,gnuplot,gnuplot,linguist;pldb,.gnu .gnuplot .gp .p .plot .plt,True,True,False,False,True,True,True,
Go,True,exact_canonical,go,go,linguist;pldb,.go,True,True,False,False,True,True,True,
Go!,True,exact_tool,go,go,linguist;pldb,.go,True,True,False,False,True,True,True,
Go+,False,,,,,,False,False,False,False,False,False,False,
GOAL,True,exact_canonical,goal,goal,pldb,,True,False,False,False,False,False,False,
Goaldi,False,,,,,,False,False,False,False,False,False,False,
Goat,False,,,,,,False,False,False,False,False,False,False,
Gobra,False,,,,,,False,False,False,False,False,False,False,
Gobstones,False,,,,,,False,False,False,False,False,False,False,
Goby,True,exact_canonical,goby,goby,pldb,,True,False,False,False,False,False,False,
Goedel,False,,,,,,False,False,False,False,False,False,False,
Gofer,True,exact_canonical,gofer,gofer,pldb,,True,False,False,False,False,False,False,
GolfScript,True,exact_canonical,golfscript,golfscript,esolang;pldb,,True,False,False,True,False,False,True,
Golo,True,exact_canonical,golo,golo,linguist;pldb,.golo,True,True,False,False,True,True,True,
Golog,True,exact_canonical,golog,golog,pldb;wikipedia,,True,False,True,False,False,False,False,
Goo,False,,,,,,False,False,False,False,False,False,False,
Goose,True,exact_canonical,goose,goose,pldb,,True,False,False,False,False,False,False,
GorillaScript,True,exact_canonical,gorillascript,gorillascript,pldb,,True,False,False,False,False,False,False,
Gosu,True,exact_canonical,gosu,gosu,linguist;pldb,.gs .gst .gsx .vark,True,True,False,False,True,True,True,
GOTRAN,False,,,,,,False,False,False,False,False,False,False,
GP,True,exact_canonical,gp,gp,esolang;pldb,,True,False,False,True,False,False,False,
GP2,False,,,,,,False,False,False,False,False,False,False,
GPH,False,,,,,,False,False,False,False,False,False,False,
GPM,False,,,,,,False,False,False,False,False,False,False,
GPP,False,,,,,,False,False,False,False,False,False,False,
GPSS,True,exact_canonical,gpss,gpss,pldb,,True,False,False,False,False,False,False,
GPSS/360,False,,,,,,False,False,False,False,False,False,False,
GPSS/H,False,,,,,,False,False,False,False,False,False,False,
GQL,True,exact_canonical,gql,gql,pldb,,True,False,False,False,False,False,False,
Grace,True,exact_canonical,grace,grace,linguist;pldb,.grace,True,True,False,False,True,False,False,
GrADS,False,,,,,,False,False,False,False,False,False,False,
Grain,True,exact_canonical,grain,grain,esolang;pldb,,True,False,False,True,False,False,True,
Grammatical Framework,True,exact_tool,grammatical-framework,grammatical-framework,linguist;pldb,.gf,True,True,False,False,True,False,False,
Granule,False,,,,,,False,False,False,False,False,False,False,
GRAP,False,,,,,,False,False,False,False,False,False,False,
GraphQL,True,exact_canonical,graphql,GraphQL,linguist,.gql .graphql .graphqls,False,True,False,False,True,True,False,
GRASS,True,exact_canonical,grass,grass,esolang;pldb,,True,False,False,True,False,False,False,
