language,title,origin_url,origin_domain,origin_candidate,origin_mapping_note,manifest_path,code_path,program_folder,code_sha256_manifest,code_sha1,code_sha1_git,content_swhid_builtin,content_swhid_candidate,content_swhid_found,content_swhid_source,content_swhid_note,content_state,content_http_status,content_error,origin_state,origin_http_status,origin_error,visit_state,visit_http_status,visit_error,snapshot_swhid,coverage_bucket,added_at
Batch,Interactive menu batch script,https://en.wikipedia.org/wiki/Batch_file,en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Batch/programs/eaddf48541e5d5595b7b3e50395606e412f4ffa5c8087759cc336ab05d96942d/manifest.json,languages/Batch/programs/eaddf48541e5d5595b7b3e50395606e412f4ffa5c8087759cc336ab05d96942d/code.bat,languages/Batch/programs/eaddf48541e5d5595b7b3e50395606e412f4ffa5c8087759cc336ab05d96942d,eaddf48541e5d5595b7b3e50395606e412f4ffa5c8087759cc336ab05d96942d,df7fe717d32e40130741ca448bc6a837931f11ef,9ade739a3d8fa7b50f84f322262d02983642bd12,swh:1:cnt:9ade739a3d8fa7b50f84f322262d02983642bd12,swh:1:cnt:9ade739a3d8fa7b50f84f322262d02983642bd12,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-28T15:33:15Z
Batsh,Hello World with Variables,https://github.com/batsh-dev-team/Batsh,github.com,https://github.com/batsh-dev-team/Batsh,direct origin lookup,languages/Batsh/programs/9e408238b45db4659cd16e336d6171372cf80f8d0de7a26786565efebbabed3f/manifest.json,languages/Batsh/programs/9e408238b45db4659cd16e336d6171372cf80f8d0de7a26786565efebbabed3f/code.batsh,languages/Batsh/programs/9e408238b45db4659cd16e336d6171372cf80f8d0de7a26786565efebbabed3f,9e408238b45db4659cd16e336d6171372cf80f8d0de7a26786565efebbabed3f,8b251c636ed6f01e844ce645cd123c8e0368bb67,5101872b166c027370a5deb2be86489744ce4dbd,swh:1:cnt:5101872b166c027370a5deb2be86489744ce4dbd,swh:1:cnt:5101872b166c027370a5deb2be86489744ce4dbd,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T14:07:44Z
Beads,Fibonacci Calculator,https://github.com/magicmouse/beads-examples/blob/master/Example%20-%20Fibonacci/fibonacci.beads,github.com,https://github.com/magicmouse/beads-examples,heuristic: mapped GitHub URL to repository root,languages/Beads/programs/d34f6b5f8376bdb524a062a4e40778b079b1240a0d5c09798b597beb1824a98f/manifest.json,languages/Beads/programs/d34f6b5f8376bdb524a062a4e40778b079b1240a0d5c09798b597beb1824a98f/code.beads,languages/Beads/programs/d34f6b5f8376bdb524a062a4e40778b079b1240a0d5c09798b597beb1824a98f,d34f6b5f8376bdb524a062a4e40778b079b1240a0d5c09798b597beb1824a98f,e116e850675a600bea82531a0f11d61bd6db003b,ac682c93be3b15e79e4ab12cddabe7ddd17f5778,swh:1:cnt:ac682c93be3b15e79e4ab12cddabe7ddd17f5778,swh:1:cnt:ac682c93be3b15e79e4ab12cddabe7ddd17f5778,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T18:23:23Z
Bean,Hello World,https://github.com/abe33/bean,github.com,https://github.com/abe33/bean,direct origin lookup,languages/Bean/programs/d1213545d614b44dec6378ec325174f6546df642ff13e69c4740be2aa1b6e85e/manifest.json,languages/Bean/programs/d1213545d614b44dec6378ec325174f6546df642ff13e69c4740be2aa1b6e85e/code.bean,languages/Bean/programs/d1213545d614b44dec6378ec325174f6546df642ff13e69c4740be2aa1b6e85e,d1213545d614b44dec6378ec325174f6546df642ff13e69c4740be2aa1b6e85e,4a471b382df41a98f295ccde24ea834af1ecdb3f,779c86be57edaafef2133251a9c07006c953a87c,swh:1:cnt:779c86be57edaafef2133251a9c07006c953a87c,swh:1:cnt:779c86be57edaafef2133251a9c07006c953a87c,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-07T15:02:50Z
BeanShell,Point Class Definition and Usage,http://www.beanshell.org/manual/objects.html,www.beanshell.org,,non-VCS URL skipped under --origin-scope=vcs,languages/BeanShell/programs/c8959979bcb48327ef485ebbceca3479bd1e1de18dbd8940c5ea683235445e84/manifest.json,languages/BeanShell/programs/c8959979bcb48327ef485ebbceca3479bd1e1de18dbd8940c5ea683235445e84/code.bsh,languages/BeanShell/programs/c8959979bcb48327ef485ebbceca3479bd1e1de18dbd8940c5ea683235445e84,c8959979bcb48327ef485ebbceca3479bd1e1de18dbd8940c5ea683235445e84,14a58000f2822de0181ed3baa435510cf6408bc4,0d81d73ae6bada25f7f869fa8d4af625ec94aaf4,swh:1:cnt:0d81d73ae6bada25f7f869fa8d4af625ec94aaf4,swh:1:cnt:0d81d73ae6bada25f7f869fa8d4af625ec94aaf4,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2025-10-30T17:53:28Z
Beatnik,Hello World,https://esolangs.org/wiki/Beatnik,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Beatnik/programs/b93b71ff0ef3831fce908d5fe646f349c5929a870aa6664f14979143a5c660ed/manifest.json,languages/Beatnik/programs/b93b71ff0ef3831fce908d5fe646f349c5929a870aa6664f14979143a5c660ed/code.beatnik,languages/Beatnik/programs/b93b71ff0ef3831fce908d5fe646f349c5929a870aa6664f14979143a5c660ed,b93b71ff0ef3831fce908d5fe646f349c5929a870aa6664f14979143a5c660ed,db67ad13d51cdcd1c45ff91a8b20bc2432f544c6,de7d7b86fbdd5b750a2bed02cd4af45c8525975d,swh:1:cnt:de7d7b86fbdd5b750a2bed02cd4af45c8525975d,swh:1:cnt:de7d7b86fbdd5b750a2bed02cd4af45c8525975d,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-06T14:10:52.613685Z
Beef,Simple HTTP Server,https://github.com/beefytech/Beef/blob/main/IDE/src/Debug/HttpServer.bf,github.com,https://github.com/beefytech/Beef,heuristic: mapped GitHub URL to repository root,languages/Beef/programs/79446406e2274fe44bd8c0d90f34f4cea8115c54429ca1e7f2b3a3b54c175e5f/manifest.json,languages/Beef/programs/79446406e2274fe44bd8c0d90f34f4cea8115c54429ca1e7f2b3a3b54c175e5f/code.bf,languages/Beef/programs/79446406e2274fe44bd8c0d90f34f4cea8115c54429ca1e7f2b3a3b54c175e5f,79446406e2274fe44bd8c0d90f34f4cea8115c54429ca1e7f2b3a3b54c175e5f,09de5ecf15995be3fa283c48667f596d8a044d4b,7c90dd6dc8cf197fdd00577a5e09d9fee62f7e06,swh:1:cnt:7c90dd6dc8cf197fdd00577a5e09d9fee62f7e06,swh:1:cnt:7c90dd6dc8cf197fdd00577a5e09d9fee62f7e06,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-22T10:03:29Z
Befunge,Befunge Sieve of Eratosthenes,https://github.com/catseye/Befunge-93/blob/master/eg/sieve.bf,github.com,https://github.com/catseye/Befunge-93,heuristic: mapped GitHub URL to repository root,languages/Befunge/programs/c992a74f89de1ce3f69dd61df3a15957c6c22df8743e85567ee6313c4d4bd03a/manifest.json,languages/Befunge/programs/c992a74f89de1ce3f69dd61df3a15957c6c22df8743e85567ee6313c4d4bd03a/code.bf,languages/Befunge/programs/c992a74f89de1ce3f69dd61df3a15957c6c22df8743e85567ee6313c4d4bd03a,c992a74f89de1ce3f69dd61df3a15957c6c22df8743e85567ee6313c4d4bd03a,5490c703c4045c0f08107779799ccc1c619dbb92,e5ef420769ec50b876d81d562bab787685b0df58,swh:1:cnt:e5ef420769ec50b876d81d562bab787685b0df58,swh:1:cnt:e5ef420769ec50b876d81d562bab787685b0df58,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-10-22T15:24:27Z
Befunge-93,Hello World,https://esolangs.org/wiki/Befunge,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Befunge-93/programs/48fd9b98191a19f8b9fc187edb8022167403cef973cbe37e7f866fe375bbbccf/manifest.json,languages/Befunge-93/programs/48fd9b98191a19f8b9fc187edb8022167403cef973cbe37e7f866fe375bbbccf/code.bf,languages/Befunge-93/programs/48fd9b98191a19f8b9fc187edb8022167403cef973cbe37e7f866fe375bbbccf,48fd9b98191a19f8b9fc187edb8022167403cef973cbe37e7f866fe375bbbccf,f5ab26faa38b528aac43e728e43e30e85e23b460,d9cf995754ce84cfca41ff9053b09734bff8112f,swh:1:cnt:d9cf995754ce84cfca41ff9053b09734bff8112f,swh:1:cnt:d9cf995754ce84cfca41ff9053b09734bff8112f,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-13T12:00:00Z
Befunge-98,Hello World,https://esolangs.org/wiki/Befunge,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Befunge-98/programs/eb41d4571988ae2c8cd40a663daf6a94e0efe5d985f210995d462155904aa9c4/manifest.json,languages/Befunge-98/programs/eb41d4571988ae2c8cd40a663daf6a94e0efe5d985f210995d462155904aa9c4/code.b98,languages/Befunge-98/programs/eb41d4571988ae2c8cd40a663daf6a94e0efe5d985f210995d462155904aa9c4,eb41d4571988ae2c8cd40a663daf6a94e0efe5d985f210995d462155904aa9c4,7ed33a3c533ffcd17eca4a3de43a246e38dce640,2e421784127c9cfa406697e6e59cb043cb98d6a5,swh:1:cnt:2e421784127c9cfa406697e6e59cb043cb98d6a5,swh:1:cnt:2e421784127c9cfa406697e6e59cb043cb98d6a5,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-13T00:00:00Z
Bel,Map Function with Squaring,http://www.paulgraham.com/bel.html,www.paulgraham.com,,non-VCS URL skipped under --origin-scope=vcs,languages/Bel/programs/a362d420ed0205aa500f5f031132545a7c15bcd19d7bd7dd9335d3388c82ffad/manifest.json,languages/Bel/programs/a362d420ed0205aa500f5f031132545a7c15bcd19d7bd7dd9335d3388c82ffad/code.bel,languages/Bel/programs/a362d420ed0205aa500f5f031132545a7c15bcd19d7bd7dd9335d3388c82ffad,a362d420ed0205aa500f5f031132545a7c15bcd19d7bd7dd9335d3388c82ffad,72a2d0f3e830627873f7f9b4a3773484e7f4b7e6,27d0779a0c6508bb5ea63559fb50e44d6b634ef2,swh:1:cnt:27d0779a0c6508bb5ea63559fb50e44d6b634ef2,swh:1:cnt:27d0779a0c6508bb5ea63559fb50e44d6b634ef2,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-05T12:00:00Z
Beluga,Natural Numbers and Addition,https://github.com/Beluga-lang/Beluga/blob/master/examples/intro/add.bel,github.com,https://github.com/Beluga-lang/Beluga,heuristic: mapped GitHub URL to repository root,languages/Beluga/programs/2615741072f3485dfe14b973ae1fb439a1c05f8a91578d858f4f837bc5dbc2d7/manifest.json,languages/Beluga/programs/2615741072f3485dfe14b973ae1fb439a1c05f8a91578d858f4f837bc5dbc2d7/code.bel,languages/Beluga/programs/2615741072f3485dfe14b973ae1fb439a1c05f8a91578d858f4f837bc5dbc2d7,2615741072f3485dfe14b973ae1fb439a1c05f8a91578d858f4f837bc5dbc2d7,eb96a8f7f36f31b0856a81304573f362553e0448,bd5adf882047f820689b480c698d8f05b71deea9,swh:1:cnt:bd5adf882047f820689b480c698d8f05b71deea9,swh:1:cnt:bd5adf882047f820689b480c698d8f05b71deea9,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-08T21:23:52Z
Bend,Fibonacci,https://github.com/HigherOrderCO/Bend,github.com,https://github.com/HigherOrderCO/Bend,direct origin lookup,languages/Bend/programs/1ca88a3cf1cd4a898f8085261c20a719ca17d5c6c677e9d3e6a5f42f8688a4ed/manifest.json,languages/Bend/programs/1ca88a3cf1cd4a898f8085261c20a719ca17d5c6c677e9d3e6a5f42f8688a4ed/code.bend,languages/Bend/programs/1ca88a3cf1cd4a898f8085261c20a719ca17d5c6c677e9d3e6a5f42f8688a4ed,1ca88a3cf1cd4a898f8085261c20a719ca17d5c6c677e9d3e6a5f42f8688a4ed,3291c0e0bff2ef03a7ec1c81ba90ac7af2853ad8,f1f543ad9ac813f8390dcbac939469080063b2cb,swh:1:cnt:f1f543ad9ac813f8390dcbac939469080063b2cb,swh:1:cnt:f1f543ad9ac813f8390dcbac939469080063b2cb,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-07T11:20:38.511619Z
BennuGD,Hello World,https://wiki.bennugd.org/index.php?title=Getting_Started,wiki.bennugd.org,,non-VCS URL skipped under --origin-scope=vcs,languages/BennuGD/programs/b1b4f046a8125a9c7d4879f44130eb660f2f0e97b70f39f2af778fb0a4f6fbc7/manifest.json,languages/BennuGD/programs/b1b4f046a8125a9c7d4879f44130eb660f2f0e97b70f39f2af778fb0a4f6fbc7/code.prg,languages/BennuGD/programs/b1b4f046a8125a9c7d4879f44130eb660f2f0e97b70f39f2af778fb0a4f6fbc7,b1b4f046a8125a9c7d4879f44130eb660f2f0e97b70f39f2af778fb0a4f6fbc7,bc6eddea7fe476deeea9bee31fa126eda59f5f11,e1a6818e7d187e68411212c1b021d71b5ead09ef,swh:1:cnt:e1a6818e7d187e68411212c1b021d71b5ead09ef,swh:1:cnt:e1a6818e7d187e68411212c1b021d71b5ead09ef,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-11T10:30:00Z
Berry,Fibonacci Sequence,https://github.com/berry-lang/berry/blob/master/examples/fibonacci.be,github.com,https://github.com/berry-lang/berry,heuristic: mapped GitHub URL to repository root,languages/Berry/programs/7d7f3b652f470da26b2be13beee0c8f4f5522fa5685e7731aeeeaab9783faf28/manifest.json,languages/Berry/programs/7d7f3b652f470da26b2be13beee0c8f4f5522fa5685e7731aeeeaab9783faf28/code.be,languages/Berry/programs/7d7f3b652f470da26b2be13beee0c8f4f5522fa5685e7731aeeeaab9783faf28,7d7f3b652f470da26b2be13beee0c8f4f5522fa5685e7731aeeeaab9783faf28,754b271fc5a890c394e66a813cd00bf3d6080909,9a07bdd6b74b4c553312e09e03428ad61902a7ff,swh:1:cnt:9a07bdd6b74b4c553312e09e03428ad61902a7ff,swh:1:cnt:9a07bdd6b74b4c553312e09e03428ad61902a7ff,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-05T22:44:10Z
Bertrand,Constraint Satisfaction Problem,https://en.wikipedia.org/wiki/Bertrand_(programming_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Bertrand/programs/1fe7e714af8ec4a5e4d48938d334485ba0945f50840fafe8a5ed6a84f68a8674/manifest.json,languages/Bertrand/programs/1fe7e714af8ec4a5e4d48938d334485ba0945f50840fafe8a5ed6a84f68a8674/code.bertrand,languages/Bertrand/programs/1fe7e714af8ec4a5e4d48938d334485ba0945f50840fafe8a5ed6a84f68a8674,1fe7e714af8ec4a5e4d48938d334485ba0945f50840fafe8a5ed6a84f68a8674,3f7651cc2605b83ff7d57b858aea201ccb38f06c,60e5d26e80238cf9c203384072259996ab5d1ae7,swh:1:cnt:60e5d26e80238cf9c203384072259996ab5d1ae7,swh:1:cnt:60e5d26e80238cf9c203384072259996ab5d1ae7,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-11T20:30:00Z
Beryl,Hello World,https://github.com/ozkl/beryl,github.com,https://github.com/ozkl/beryl,direct origin lookup,languages/Beryl/programs/c8838d7f621ee08967f0ea1a70ecc68fb47ab78e52914bdcb3d31d2ce237e6b8/manifest.json,languages/Beryl/programs/c8838d7f621ee08967f0ea1a70ecc68fb47ab78e52914bdcb3d31d2ce237e6b8/code.beryl,languages/Beryl/programs/c8838d7f621ee08967f0ea1a70ecc68fb47ab78e52914bdcb3d31d2ce237e6b8,c8838d7f621ee08967f0ea1a70ecc68fb47ab78e52914bdcb3d31d2ce237e6b8,83d32af0300cfe56ce32a542328e3b7e737331ce,d5117561cd9fec95e4736e0f29ae1430dc849ce1,swh:1:cnt:d5117561cd9fec95e4736e0f29ae1430dc849ce1,swh:1:cnt:d5117561cd9fec95e4736e0f29ae1430dc849ce1,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-13T09:24:04Z
Beta,Simple imperative program,https://en.wikipedia.org/wiki/Beta_(programming_language),en.wikipedia.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Beta/programs/580eb27ee17d73d32c4a41b899dfabc41cef6603b53d65580aa9721511a6f6ea/manifest.json,languages/Beta/programs/580eb27ee17d73d32c4a41b899dfabc41cef6603b53d65580aa9721511a6f6ea/code.beta,languages/Beta/programs/580eb27ee17d73d32c4a41b899dfabc41cef6603b53d65580aa9721511a6f6ea,580eb27ee17d73d32c4a41b899dfabc41cef6603b53d65580aa9721511a6f6ea,c5be7beee24a1d04c543603260f0a7e12bf7d82c,869d0e603a959cafe5dab921254c420dd38634f4,swh:1:cnt:869d0e603a959cafe5dab921254c420dd38634f4,swh:1:cnt:869d0e603a959cafe5dab921254c420dd38634f4,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2025-10-28T05:53:52Z
Betty,Hello World,https://github.com/pickhardt/betty,github.com,https://github.com/pickhardt/betty,direct origin lookup,languages/Betty/programs/7899cb363e21a6ce48c6f18e8eae93b1684be4b755e526940e48b78cd6460286/manifest.json,languages/Betty/programs/7899cb363e21a6ce48c6f18e8eae93b1684be4b755e526940e48b78cd6460286/code.betty,languages/Betty/programs/7899cb363e21a6ce48c6f18e8eae93b1684be4b755e526940e48b78cd6460286,7899cb363e21a6ce48c6f18e8eae93b1684be4b755e526940e48b78cd6460286,8fbf38006430f966ee7d147d0ffaa7944439b1d6,b13c36a118c223643731f4c82a15f7664d676664,swh:1:cnt:b13c36a118c223643731f4c82a15f7664d676664,swh:1:cnt:b13c36a118c223643731f4c82a15f7664d676664,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-07T11:14:39Z
Bicep,Azure Storage Account,https://github.com/Azure/bicep/blob/main/docs/examples/101/storage-account-create/main.bicep,github.com,https://github.com/Azure/bicep,heuristic: mapped GitHub URL to repository root,languages/Bicep/programs/3d36dd59708e7fb467f0064d07b186da3bf45ba0edc6d74de7b184a20c842023/manifest.json,languages/Bicep/programs/3d36dd59708e7fb467f0064d07b186da3bf45ba0edc6d74de7b184a20c842023/code.bicep,languages/Bicep/programs/3d36dd59708e7fb467f0064d07b186da3bf45ba0edc6d74de7b184a20c842023,3d36dd59708e7fb467f0064d07b186da3bf45ba0edc6d74de7b184a20c842023,bd41a47e7a1d3e8c7c99f32314073270d053b2d8,07acd32aecf43f5a72a00989c71ab7c7e4488b3d,swh:1:cnt:07acd32aecf43f5a72a00989c71ab7c7e4488b3d,swh:1:cnt:07acd32aecf43f5a72a00989c71ab7c7e4488b3d,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2025-02-07T12:00:00Z
Bigloo,Fibonacci Sequence,https://www-sop.inria.fr/indes/fp/Bigloo/doc/bigloo.html,www-sop.inria.fr,,non-VCS URL skipped under --origin-scope=vcs,languages/Bigloo/programs/128491d01096f2ee045288407a300ac07f21ddebb1519d03cd018187791e295c/manifest.json,languages/Bigloo/programs/128491d01096f2ee045288407a300ac07f21ddebb1519d03cd018187791e295c/code.scm,languages/Bigloo/programs/128491d01096f2ee045288407a300ac07f21ddebb1519d03cd018187791e295c,128491d01096f2ee045288407a300ac07f21ddebb1519d03cd018187791e295c,207ae0950fc60bd7a31e6353ddbbda5356ba6516,e3bbaae844a2ad77e36bacacd7b4918ccdfac79c,swh:1:cnt:e3bbaae844a2ad77e36bacacd7b4918ccdfac79c,swh:1:cnt:e3bbaae844a2ad77e36bacacd7b4918ccdfac79c,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-07T14:30:00Z
Binary Lambda Calculus,Identity Function,https://tromp.github.io/cl/cl.html,tromp.github.io,,non-VCS URL skipped under --origin-scope=vcs,languages/Binary Lambda Calculus/programs/c1d17b87a5a3905071d821268e78cd9f8b4741d3162de825054ef9d0543b5116/manifest.json,languages/Binary Lambda Calculus/programs/c1d17b87a5a3905071d821268e78cd9f8b4741d3162de825054ef9d0543b5116/code.blc,languages/Binary Lambda Calculus/programs/c1d17b87a5a3905071d821268e78cd9f8b4741d3162de825054ef9d0543b5116,c1d17b87a5a3905071d821268e78cd9f8b4741d3162de825054ef9d0543b5116,8a617e58f2cbf0607729dc095671d8a1de2bde17,a7808d3334b3559a29215c7086fb0fe5b8153cfb,swh:1:cnt:a7808d3334b3559a29215c7086fb0fe5b8153cfb,swh:1:cnt:a7808d3334b3559a29215c7086fb0fe5b8153cfb,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-10T15:38:29.312249Z
Birch,Hello World with Gaussian Sampling,https://birch.sh/,birch.sh,,non-VCS URL skipped under --origin-scope=vcs,languages/Birch/programs/db415dadfe9935d26f741e94db893f5ef9e097caf2fbe9951b56818f911a8e10/manifest.json,languages/Birch/programs/db415dadfe9935d26f741e94db893f5ef9e097caf2fbe9951b56818f911a8e10/code.bi,languages/Birch/programs/db415dadfe9935d26f741e94db893f5ef9e097caf2fbe9951b56818f911a8e10,db415dadfe9935d26f741e94db893f5ef9e097caf2fbe9951b56818f911a8e10,1113b77c791db374a4d19bc050277e408424c084,7e8f074ecaa3d1f102dac035adf2cfab1b794200,swh:1:cnt:7e8f074ecaa3d1f102dac035adf2cfab1b794200,swh:1:cnt:7e8f074ecaa3d1f102dac035adf2cfab1b794200,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-08T12:30:00Z
Bison,Simple Calculator,https://www.gnu.org/software/bison/manual/html_node/Infix-Calc.html,www.gnu.org,,non-VCS URL skipped under --origin-scope=vcs,languages/Bison/programs/c72e65f1b431a389a54ab7a9f1fe4a38182e33845045d171a3a717ee57209fcb/manifest.json,languages/Bison/programs/c72e65f1b431a389a54ab7a9f1fe4a38182e33845045d171a3a717ee57209fcb/code.y,languages/Bison/programs/c72e65f1b431a389a54ab7a9f1fe4a38182e33845045d171a3a717ee57209fcb,c72e65f1b431a389a54ab7a9f1fe4a38182e33845045d171a3a717ee57209fcb,908f4b3a09b6459bf6ae6cc5c3aeaf43d00c16bf,0369347813c9add09d9a481c8cd8d04bdc36f3c8,swh:1:cnt:0369347813c9add09d9a481c8cd8d04bdc36f3c8,swh:1:cnt:0369347813c9add09d9a481c8cd8d04bdc36f3c8,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-07T11:05:20Z
BitBake,bb-example Build Recipe,https://gist.github.com/kingcoyote/6136606,gist.github.com,https://gist.github.com/kingcoyote/6136606,direct origin lookup,languages/BitBake/programs/8d102141c8c4a9177ed9ff71ec769c82f2f10de72dc12c345e080c65e046dd55/manifest.json,languages/BitBake/programs/8d102141c8c4a9177ed9ff71ec769c82f2f10de72dc12c345e080c65e046dd55/code.bb,languages/BitBake/programs/8d102141c8c4a9177ed9ff71ec769c82f2f10de72dc12c345e080c65e046dd55,8d102141c8c4a9177ed9ff71ec769c82f2f10de72dc12c345e080c65e046dd55,f81f2b5de54894a17d81771565e1ce3797868374,abd04a94d2c29f0d5da72603177ac8f4493c5739,swh:1:cnt:abd04a94d2c29f0d5da72603177ac8f4493c5739,swh:1:cnt:abd04a94d2c29f0d5da72603177ac8f4493c5739,,builtin,,missing,404,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,,unknown,2026-02-10T15:42:36Z
BitBitJump,Echo Program,https://esolangs.org/wiki/BitBitJump,esolangs.org,,non-VCS URL skipped under --origin-scope=vcs,languages/BitBitJump/programs/ab35b10b08b23105eb5c59d75672fa3364fd11743aa2d647b28927b3f2e2acae/manifest.json,languages/BitBitJump/programs/ab35b10b08b23105eb5c59d75672fa3364fd11743aa2d647b28927b3f2e2acae/code.bbj,languages/BitBitJump/programs/ab35b10b08b23105eb5c59d75672fa3364fd11743aa2d647b28927b3f2e2acae,ab35b10b08b23105eb5c59d75672fa3364fd11743aa2d647b28927b3f2e2acae,2cc029fe172e532f6f1d0767b37ecd38a865992d,bf7fce7ad061c221f085bf0c5cd7fd20e222e3b9,swh:1:cnt:bf7fce7ad061c221f085bf0c5cd7fd20e222e3b9,swh:1:cnt:bf7fce7ad061c221f085bf0c5cd7fd20e222e3b9,,builtin,,error,429,http_error: HTTP Error 429: Too Many Requests,not_applicable,,,not_applicable,,,,unknown,2026-02-13T10:30:00Z
BitC,Factorial Function,https://www.bitc-lang.org/docs/examples.html,www.bitc-lang.org,,non-VCS URL skipped under --origin-scope=vcs,languages/BitC/programs/9c7667b12dd6d95cd601a6f9fd639a2d380abec97f1116cc21413723b7ba4d4d/manifest.json,languages/BitC/programs/9c7667b12dd6d95cd601a6f9fd639a2d380abec97f1116cc21413723b7ba4d4d/code.bitc,languages/BitC/programs/9c7667b12dd6d95cd601a6f9fd639a2d380abec97f1116cc21413723b7ba4d4d,9c7667b12dd6d95cd601a6f9fd639a2d380abec97f1116cc21413723b7ba4d4d,90c5a324b5a461b8e87f4f679e4e0f54da701d26,20fb805dd4cc390c713aee59dca19c5068aebc42,swh:1:cnt:20fb805dd4cc390c713aee59dca19c5068aebc42,swh:1:cnt:20fb805dd4cc390c713aee59dca19c5068aebc42,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-07T11:00:49.456134Z
Bitcoin Script,Pay-to-PubKey-Hash (P2PKH),https://en.bitcoin.it/wiki/Transaction#Pay-to-PubkeyHash,en.bitcoin.it,,non-VCS URL skipped under --origin-scope=vcs,languages/Bitcoin Script/programs/f44abd8e52d2ba30e2afdffa8155d12016d07d5ffc5444d223a1e93bbca38ef2/manifest.json,languages/Bitcoin Script/programs/f44abd8e52d2ba30e2afdffa8155d12016d07d5ffc5444d223a1e93bbca38ef2/code.script,languages/Bitcoin Script/programs/f44abd8e52d2ba30e2afdffa8155d12016d07d5ffc5444d223a1e93bbca38ef2,f44abd8e52d2ba30e2afdffa8155d12016d07d5ffc5444d223a1e93bbca38ef2,a9549d8ef17e900db6924a7d8da63612b87f7068,02eaa73a45f9a4856942cfb5be12bc7a785a95a0,swh:1:cnt:02eaa73a45f9a4856942cfb5be12bc7a785a95a0,swh:1:cnt:02eaa73a45f9a4856942cfb5be12bc7a785a95a0,,builtin,,missing,404,,not_applicable,,,not_applicable,,,,not_covered,2026-02-11T16:51:16Z
